team_name,country_code,confederation,fifa_rank,fifa_points,wins_last_10_matches,losses_last_10_matches,draws_last_10_matches,win_rate_last_year,goals_scored_avg,goals_conceded_avg,clean_sheets_last_10,shots_per_game,shots_on_target_ratio,avg_player_rating,star_players_count,market_value_million_eur,experience_avg_caps,coach_experience_years,recent_form_score,possession_avg,passing_accuracy,host_advantage,travel_distance_avg,climate_similarity_score,winner
Morocco,MAR,CAF,17,1645.3,5,5,0,0.435,1.42,1.38,4,13.6,0.384,75.8,2,426.0,41,12,5.5,47.4,76.4,0,10.5,0.45,1
Colombia,COL,CONMEBOL,10,1822.8,7,3,0,0.696,1.82,0.72,5,14.0,0.474,83.9,4,716.0,51,16,7.6,50.4,84.7,0,4.4,0.73,1
Germany,DEU,UEFA,17,1820.1,6,2,2,0.715,2.11,0.76,2,15.6,0.398,84.0,2,605.0,49,20,6.0,50.3,86.5,0,8.2,0.75,0
Mexico,MEX,CONCACAF,16,1581.9,3,4,3,0.418,1.6,1.37,1,12.3,0.327,74.6,3,403.0,41,7,6.7,49.1,78.0,1,1.8,0.8,0
Peru,PER,CONMEBOL,50,1488.0,1,7,2,0.34,0.86,1.85,0,9.7,0.323,73.3,2,285.0,33,8,4.5,48.3,79.9,0,5.1,0.77,0
Australia,AUS,AFC,26,1590.2,5,4,1,0.458,1.46,1.25,2,13.3,0.414,77.0,1,495.0,40,15,5.3,53.2,78.7,0,11.8,0.31,0
Ecuador,ECU,CONMEBOL,33,1690.5,5,4,1,0.536,1.39,0.91,2,10.3,0.379,76.6,3,480.0,41,7,5.9,46.6,75.1,0,7.1,0.75,0
Wales,WAL,UEFA,46,1566.4,3,4,3,0.389,0.54,2.16,2,7.6,0.337,75.3,1,296.0,31,5,2.2,46.3,76.2,0,5.8,0.55,0
Tunisia,TUN,CAF,36,1406.2,3,6,1,0.358,0.96,1.58,2,6.5,0.313,72.0,0,334.0,26,4,4.2,41.3,78.4,0,8.3,0.4,0
Uruguay,URU,CONMEBOL,18,1787.0,6,2,2,0.706,2.02,0.74,4,16.6,0.48,80.3,3,714.0,55,20,7.4,53.0,86.7,0,5.7,0.66,1
Brazil,BRA,CONMEBOL,5,1965.2,7,0,3,0.738,2.6,0.77,7,17.8,0.428,86.6,5,931.0,61,25,9.0,55.3,90.9,0,5.4,0.72,0
Croatia,CRO,UEFA,15,1715.0,6,2,2,0.715,2.19,0.95,4,13.6,0.474,79.2,4,808.0,39,18,6.3,53.6,84.4,0,7.9,0.72,1
Cameroon,CMR,CAF,43,1512.7,4,6,0,0.417,0.85,1.24,2,9.8,0.23,71.0,1,374.0,20,8,2.8,40.5,70.5,0,9.5,0.32,0
Wales,WAL,UEFA,45,1408.5,4,6,0,0.409,0.75,1.61,1,8.2,0.248,73.8,1,316.0,28,4,3.0,49.5,74.7,0,8.2,0.67,0
Ivory Coast,CIV,CAF,47,1491.0,1,6,3,0.393,1.19,1.21,0,6.1,0.319,74.4,2,221.0,28,6,4.9,41.4,77.3,0,7.7,0.42,0
Mexico,MEX,CONCACAF,27,1587.7,6,5,0,0.544,1.56,1.15,3,13.7,0.317,75.2,2,467.0,34,3,6.9,49.4,75.2,1,0.8,0.9,1
Cameroon,CMR,CAF,38,1474.4,3,6,1,0.222,0.95,1.45,0,10.6,0.351,71.7,1,278.0,26,4,3.6,47.4,72.3,0,7.8,0.38,0
Morocco,MAR,CAF,32,1576.9,3,5,2,0.564,1.69,1.08,3,12.1,0.337,80.9,2,486.0,44,9,6.3,52.6,80.5,0,7.6,0.39,1
Serbia,SRB,UEFA,20,1611.3,6,3,1,0.558,1.07,1.38,1,11.1,0.337,80.5,3,428.0,36,7,4.8,53.4,79.5,0,7.8,0.47,0
Germany,DEU,UEFA,17,1735.6,8,1,1,0.572,2.17,0.98,5,14.5,0.471,85.2,2,490.0,53,9,8.4,55.3,88.3,0,8.6,0.57,1
Germany,DEU,UEFA,12,1766.7,8,2,0,0.645,1.51,0.93,5,15.1,0.394,83.7,2,723.0,47,11,7.4,60.2,88.3,0,5.6,0.7,1
Mexico,MEX,CONCACAF,28,1659.7,4,2,4,0.423,1.29,0.98,1,11.9,0.32,76.8,3,370.0,37,6,5.4,55.3,79.2,1,2.5,0.84,0
Brazil,BRA,CONMEBOL,1,1999.5,9,2,0,0.759,2.64,0.93,3,16.9,0.475,87.3,5,999.0,45,21,7.2,59.9,92.1,0,7.4,0.72,1
Italy,ITA,UEFA,14,1710.6,7,3,0,0.584,1.48,0.67,2,12.6,0.401,85.0,3,669.0,38,11,7.9,55.8,84.2,0,7.0,0.73,0
Austria,AUT,UEFA,25,1667.4,3,4,3,0.572,1.58,0.89,3,10.7,0.34,74.9,3,380.0,28,13,4.8,45.0,76.0,0,8.0,0.53,1
Colombia,COL,CONMEBOL,7,1812.8,6,1,3,0.706,1.94,1.09,5,14.5,0.353,81.5,2,706.0,49,19,6.7,50.5,86.8,0,5.9,0.77,1
Spain,ESP,UEFA,1,1934.2,7,2,1,0.727,2.64,0.97,4,18.2,0.534,84.7,4,784.0,42,10,9.7,58.1,94.7,0,5.1,0.69,1
Switzerland,SUI,UEFA,19,1680.2,3,5,2,0.41,1.08,0.85,3,10.4,0.356,77.2,2,334.0,40,9,4.4,52.7,83.6,0,7.8,0.68,0
England,ENG,UEFA,6,1839.3,8,2,0,0.755,2.48,0.57,3,16.2,0.487,83.5,4,1081.0,60,25,7.2,57.2,93.1,0,6.5,0.61,1
Poland,POL,UEFA,17,1626.3,6,2,2,0.415,1.02,1.42,3,10.2,0.409,74.3,2,302.0,41,5,5.6,47.4,77.4,0,7.0,0.53,1
Brazil,BRA,CONMEBOL,4,1941.5,6,0,4,0.827,1.84,0.5,5,19.6,0.535,83.6,5,948.0,61,17,8.0,56.9,94.5,0,8.0,0.64,1
Colombia,COL,CONMEBOL,18,1751.0,7,1,2,0.618,1.46,1.02,2,15.8,0.371,84.3,4,474.0,54,6,8.4,52.3,85.6,0,5.1,0.58,0
Senegal,SEN,CAF,24,1637.2,3,2,5,0.586,1.32,1.34,1,10.5,0.418,79.7,1,299.0,39,4,4.2,54.8,75.4,0,8.7,0.48,0
Brazil,BRA,CONMEBOL,6,1964.6,7,1,2,0.753,1.87,0.89,5,15.5,0.465,86.1,2,1053.0,54,24,8.5,65.4,86.5,0,4.1,0.77,1
Sweden,SWE,UEFA,28,1657.3,6,5,0,0.419,1.51,1.32,4,11.1,0.377,79.7,1,451.0,43,9,5.8,49.9,75.7,0,7.7,0.75,1
England,ENG,UEFA,6,1998.5,9,1,0,0.755,1.96,0.83,5,14.6,0.545,89.6,5,917.0,59,15,9.4,57.9,92.7,0,7.3,0.48,1
Switzerland,SUI,UEFA,25,1536.2,5,4,1,0.557,1.32,1.5,2,11.7,0.312,75.2,0,503.0,37,11,4.3,51.8,79.3,0,7.1,0.56,0
France,FRA,UEFA,8,1843.3,9,2,0,0.802,2.36,0.47,6,18.8,0.441,87.4,3,707.0,52,8,9.4,56.7,85.2,0,7.5,0.64,1
Uruguay,URU,CONMEBOL,16,1677.8,5,3,2,0.574,1.5,1.02,5,12.8,0.35,84.0,4,833.0,54,8,6.8,57.7,83.5,0,5.8,0.57,1
Germany,DEU,UEFA,8,1811.2,8,3,0,0.668,1.93,0.92,2,14.1,0.441,84.3,3,541.0,48,16,8.5,58.7,86.2,0,5.5,0.48,1
Italy,ITA,UEFA,18,1826.3,6,1,3,0.627,1.66,1.11,4,13.2,0.44,83.0,4,626.0,50,9,7.9,55.0,84.8,0,5.4,0.49,0
Tunisia,TUN,CAF,34,1434.7,3,4,3,0.337,1.08,2.19,0,6.1,0.236,75.9,2,352.0,19,10,5.3,45.1,79.7,0,10.4,0.34,1
Uruguay,URU,CONMEBOL,5,1729.9,5,1,4,0.605,1.71,0.97,4,14.2,0.402,79.2,2,773.0,42,19,7.1,51.3,85.9,0,5.1,0.59,1
Cameroon,CMR,CAF,42,1592.0,1,5,4,0.208,1.27,2.19,1,10.7,0.264,74.6,2,322.0,15,10,3.9,49.3,78.7,0,8.8,0.54,1
Jamaica,JAM,CONCACAF,38,1582.0,2,5,3,0.3,0.96,2.05,0,7.5,0.291,74.7,1,302.0,25,6,3.1,45.0,77.6,0,1.9,0.92,0
Portugal,POR,UEFA,11,1687.2,6,1,3,0.694,1.76,1.04,5,15.7,0.479,83.8,3,514.0,49,12,6.5,57.8,87.5,0,7.0,0.69,0
Argentina,ARG,CONMEBOL,2,1807.6,8,2,0,0.736,2.13,0.99,3,19.8,0.41,85.9,5,1179.0,42,19,9.2,63.6,91.7,0,4.1,0.7,1
Brazil,BRA,CONMEBOL,3,1843.6,8,0,2,0.738,2.05,0.85,5,14.8,0.527,87.3,5,873.0,50,17,9.7,55.6,86.2,0,4.1,0.58,1
South Korea,KOR,AFC,21,1540.9,6,3,1,0.586,1.49,1.43,2,9.4,0.357,79.6,2,501.0,44,8,4.9,54.1,78.3,0,11.1,0.38,1
Honduras,HON,CONCACAF,29,1526.3,1,5,4,0.228,0.59,1.55,1,6.2,0.333,74.3,0,308.0,24,2,4.7,42.1,71.6,0,2.9,0.89,1
Croatia,CRO,UEFA,10,1757.3,5,3,2,0.563,1.71,0.69,3,14.0,0.473,80.7,3,588.0,47,20,10.0,59.0,83.6,0,6.5,0.71,0
Sweden,SWE,UEFA,30,1586.2,5,4,1,0.421,1.19,1.42,3,12.0,0.352,79.8,1,461.0,25,9,5.5,49.8,77.3,0,8.8,0.63,1
Iran,IRN,AFC,38,1463.1,1,4,5,0.365,1.28,2.07,2,10.5,0.301,72.5,0,311.0,17,3,5.4,46.4,74.9,0,12.1,0.34,1
Sweden,SWE,UEFA,29,1522.1,6,4,0,0.497,1.23,0.86,1,13.3,0.343,75.6,3,283.0,35,14,5.8,51.8,82.6,0,5.2,0.73,0
Cameroon,CMR,CAF,46,1594.0,1,6,3,0.253,0.8,1.21,0,9.0,0.264,73.9,2,254.0,26,1,3.4,47.6,77.8,0,8.5,0.26,1
Ivory Coast,CIV,CAF,49,1433.5,1,4,5,0.377,0.76,1.59,0,10.1,0.307,76.6,2,239.0,17,4,4.3,49.9,76.0,0,10.1,0.35,0
Spain,ESP,UEFA,2,1836.4,7,2,1,0.749,2.23,0.97,7,19.7,0.488,85.4,5,934.0,51,9,9.7,59.3,91.7,0,5.1,0.7,1
Brazil,BRA,CONMEBOL,8,1827.4,8,2,0,0.742,2.71,0.94,7,14.8,0.488,84.4,4,989.0,62,25,9.0,55.6,86.3,0,4.4,0.59,1
England,ENG,UEFA,5,1925.1,6,2,2,0.839,2.66,0.44,3,14.9,0.518,83.4,3,1158.0,50,8,7.7,62.1,90.0,0,6.6,0.59,1
England,ENG,UEFA,3,1854.2,9,2,0,0.772,1.95,0.9,3,16.5,0.515,89.7,3,898.0,60,11,7.9,66.9,85.6,0,7.9,0.61,1
Austria,AUT,UEFA,35,1599.4,6,2,2,0.49,1.67,0.98,2,13.8,0.314,79.2,1,498.0,36,10,4.5,50.9,82.4,0,7.1,0.57,1
Senegal,SEN,CAF,30,1626.8,5,4,1,0.596,1.46,1.42,4,11.0,0.348,75.2,3,506.0,25,3,6.1,51.0,84.4,0,9.7,0.33,0
Germany,DEU,UEFA,12,1827.5,6,1,3,0.646,1.6,1.17,4,13.9,0.477,81.1,2,783.0,38,11,6.0,57.4,85.8,0,8.3,0.46,0
Ecuador,ECU,CONMEBOL,17,1503.4,3,3,4,0.512,1.25,0.86,2,11.1,0.335,75.2,1,489.0,27,8,5.3,51.5,78.3,0,7.0,0.66,0
Tunisia,TUN,CAF,28,1442.5,3,5,2,0.314,1.14,1.59,1,7.1,0.229,75.2,1,271.0,17,10,5.8,47.9,72.1,0,8.3,0.29,0
Spain,ESP,UEFA,4,1892.6,8,2,0,0.653,1.99,0.79,5,19.7,0.43,89.0,5,1195.0,64,14,10.0,65.2,93.7,0,7.5,0.72,0
Serbia,SRB,UEFA,23,1502.8,4,2,4,0.447,1.23,1.47,1,9.3,0.338,75.0,1,308.0,32,15,4.8,46.0,79.3,0,8.8,0.52,0
Cameroon,CMR,CAF,40,1528.6,4,6,0,0.304,0.92,1.31,2,7.5,0.309,74.1,0,359.0,33,2,3.3,44.1,77.8,0,9.7,0.52,0
Argentina,ARG,CONMEBOL,8,1804.1,8,2,0,0.719,1.83,0.72,5,14.6,0.424,83.6,5,1078.0,59,10,7.2,63.2,90.3,0,6.7,0.61,1
Costa Rica,CRC,CONCACAF,45,1415.1,1,6,3,0.318,1.12,2.0,0,7.4,0.287,73.3,1,269.0,33,1,4.1,49.4,71.5,0,0.9,0.73,0
New Zealand,NZL,OFC,48,1431.1,1,7,2,0.361,0.95,1.92,1,6.5,0.226,73.4,0,304.0,20,3,3.7,40.3,75.4,0,13.6,0.4,0
Argentina,ARG,CONMEBOL,1,1904.9,7,1,2,0.66,2.04,0.81,4,15.2,0.504,89.4,3,724.0,60,8,9.8,66.0,94.2,0,6.0,0.61,1
Brazil,BRA,CONMEBOL,6,1856.2,6,2,2,0.682,2.28,0.53,4,14.6,0.487,83.4,4,1030.0,42,13,7.5,66.5,87.2,0,4.5,0.66,1
Italy,ITA,UEFA,10,1765.1,6,3,1,0.586,1.97,0.74,3,14.6,0.456,84.1,2,550.0,47,8,6.7,53.4,81.1,0,8.0,0.46,1
Austria,AUT,UEFA,25,1589.5,5,3,2,0.532,1.39,0.89,1,12.9,0.307,77.7,2,501.0,33,7,6.7,55.0,84.3,0,8.2,0.7,1
Ivory Coast,CIV,CAF,30,1511.9,3,5,2,0.265,0.87,1.43,0,10.6,0.325,74.7,1,301.0,15,10,3.3,45.5,70.9,0,8.3,0.26,0
Colombia,COL,CONMEBOL,8,1800.7,8,2,0,0.663,1.81,0.82,5,15.1,0.405,83.3,4,701.0,35,11,6.4,54.3,86.1,0,4.7,0.64,1
Canada,CAN,CONCACAF,32,1522.8,3,4,3,0.37,1.22,1.34,0,8.7,0.332,70.3,1,277.0,32,2,3.0,41.7,79.6,1,1.5,0.94,0
France,FRA,UEFA,8,1884.1,7,0,3,0.813,2.62,0.54,5,16.9,0.489,85.0,4,750.0,43,24,8.5,67.9,94.8,0,6.5,0.51,1
Ecuador,ECU,CONMEBOL,25,1634.5,3,4,3,0.464,1.1,1.36,4,9.6,0.342,75.2,2,438.0,36,6,6.0,55.1,76.9,0,5.1,0.76,1
Poland,POL,UEFA,12,1533.8,5,3,2,0.503,1.16,1.09,4,9.6,0.342,76.4,2,490.0,35,13,6.0,54.4,84.7,0,8.1,0.49,0
Argentina,ARG,CONMEBOL,5,1908.7,8,2,0,0.662,2.36,0.5,6,19.8,0.465,87.4,3,973.0,57,23,9.3,65.4,89.9,0,4.5,0.57,1
Iran,IRN,AFC,33,1497.4,3,5,2,0.323,1.2,2.09,1,7.7,0.248,76.0,1,353.0,26,7,4.1,45.7,77.9,0,13.3,0.49,1
Turkey,TUR,UEFA,30,1567.8,3,6,1,0.214,0.91,2.07,1,9.6,0.349,71.7,1,279.0,34,4,4.8,44.5,75.3,0,6.4,0.65,0
Australia,AUS,AFC,17,1545.4,6,2,2,0.506,1.15,1.42,3,12.0,0.304,74.8,1,376.0,39,10,6.2,51.3,79.5,0,13.9,0.32,1
Argentina,ARG,CONMEBOL,7,1873.7,8,1,1,0.827,2.75,0.47,7,18.9,0.448,89.9,4,780.0,60,11,7.5,64.5,90.1,0,4.4,0.78,0
China,CHN,AFC,49,1415.0,3,4,3,0.434,0.62,1.23,0,8.4,0.3,74.3,2,371.0,24,8,2.0,46.9,79.7,0,9.0,0.36,0
Iran,IRN,AFC,40,1407.2,1,4,5,0.412,0.93,1.61,0,8.9,0.341,76.7,1,314.0,25,6,3.5,42.6,71.1,0,12.1,0.39,0
Croatia,CRO,UEFA,9,1729.9,8,3,0,0.643,1.83,1.19,3,16.2,0.405,83.5,4,784.0,40,14,7.5,51.8,85.7,0,6.3,0.49,1
Mexico,MEX,CONCACAF,15,1627.0,4,5,1,0.458,1.14,1.48,2,10.2,0.393,74.6,3,524.0,45,3,5.6,54.7,76.0,1,1.2,0.94,1
Uruguay,URU,CONMEBOL,14,1737.1,7,2,1,0.551,1.67,1.18,3,15.0,0.386,80.8,2,795.0,37,17,5.9,59.1,89.8,0,4.2,0.64,0
Japan,JPN,AFC,28,1656.8,4,2,4,0.404,1.56,1.46,1,10.1,0.363,74.6,1,425.0,37,6,5.3,51.0,77.1,0,11.9,0.32,1
Croatia,CRO,UEFA,18,1717.8,8,2,0,0.62,1.92,1.2,3,13.8,0.455,80.7,4,639.0,40,11,8.4,58.4,85.1,0,5.6,0.56,0
Turkey,TUR,UEFA,39,1400.4,3,5,2,0.226,0.88,1.73,1,10.6,0.24,73.8,2,237.0,31,5,4.8,45.4,70.6,0,7.4,0.62,0
Costa Rica,CRC,CONCACAF,49,1551.5,3,6,1,0.44,0.65,1.55,0,6.6,0.246,73.5,0,212.0,31,3,3.4,49.9,73.1,0,1.4,0.8,0
Argentina,ARG,CONMEBOL,7,1891.8,8,2,0,0.721,2.38,0.46,3,17.0,0.435,86.8,4,1120.0,62,21,9.6,63.8,86.9,0,7.7,0.56,1
New Zealand,NZL,OFC,48,1596.4,2,5,3,0.201,0.81,1.48,2,7.3,0.264,76.0,0,278.0,16,9,2.7,44.3,72.7,0,11.9,0.53,1
Poland,POL,UEFA,28,1587.7,3,4,3,0.467,1.12,1.21,3,11.5,0.338,80.9,3,338.0,30,8,4.8,46.0,75.4,0,5.7,0.67,0
Jamaica,JAM,CONCACAF,46,1437.4,2,7,1,0.416,0.63,1.53,0,6.7,0.279,76.0,2,297.0,18,6,4.7,40.6,72.4,0,1.9,0.94,1
Canada,CAN,CONCACAF,49,1488.9,3,7,0,0.337,0.5,1.52,0,10.6,0.273,75.9,1,217.0,20,6,2.9,42.3,77.0,1,0.9,0.82,1
Mexico,MEX,CONCACAF,35,1595.4,3,4,3,0.578,1.4,1.28,1,12.4,0.411,76.4,2,265.0,27,13,4.9,48.6,76.8,1,1.3,0.83,0
Nigeria,NGA,CAF,43,1462.0,2,5,3,0.262,0.81,1.26,0,9.4,0.299,70.1,1,253.0,31,4,3.8,49.0,78.7,0,9.6,0.26,0
New Zealand,NZL,OFC,32,1481.2,2,5,3,0.28,1.0,1.36,1,6.0,0.308,74.1,1,244.0,23,2,5.0,42.3,71.8,0,14.1,0.59,0
Netherlands,NED,UEFA,14,1727.6,8,1,1,0.698,2.1,1.02,5,12.9,0.358,81.3,3,671.0,46,17,7.7,56.6,83.7,0,7.9,0.57,1
Qatar,QAT,AFC,29,1529.8,3,5,2,0.289,1.26,1.84,0,9.5,0.249,70.5,0,214.0,19,10,3.7,43.1,77.3,0,9.7,0.55,1
South Korea,KOR,AFC,26,1650.9,4,3,3,0.587,1.2,1.16,2,10.0,0.347,77.4,2,507.0,33,15,5.1,53.2,82.5,0,9.4,0.61,0
Denmark,DEN,UEFA,18,1608.7,3,4,3,0.567,1.01,0.88,4,10.5,0.371,74.2,2,358.0,38,7,6.0,51.4,83.4,0,5.9,0.58,1
Mexico,MEX,CONCACAF,18,1585.1,3,2,5,0.418,1.48,1.1,3,13.0,0.304,80.9,2,278.0,40,3,7.0,50.8,77.4,1,1.6,0.91,1
Nigeria,NGA,CAF,39,1556.9,4,4,2,0.377,0.68,1.86,2,6.3,0.237,76.5,1,367.0,21,6,3.7,49.5,77.3,0,7.2,0.41,0
Netherlands,NED,UEFA,8,1724.0,7,2,1,0.71,1.94,1.02,4,16.2,0.387,82.8,3,816.0,38,13,6.7,53.6,82.5,0,6.5,0.69,1
Wales,WAL,UEFA,28,1532.3,2,6,2,0.346,0.94,2.06,2,7.7,0.236,74.9,0,239.0,23,7,2.5,46.0,70.3,0,6.6,0.63,0
Jamaica,JAM,CONCACAF,50,1485.8,2,6,2,0.263,1.25,1.6,2,9.1,0.26,74.6,2,307.0,22,3,5.5,44.0,78.9,0,1.6,0.89,1
Argentina,ARG,CONMEBOL,3,1832.2,9,2,0,0.845,1.86,0.49,6,16.5,0.483,84.7,5,729.0,45,8,7.6,61.1,85.2,0,4.6,0.64,1
Chile,CHI,CONMEBOL,43,1459.7,3,6,1,0.233,0.89,1.95,0,7.9,0.255,70.8,0,254.0,18,6,5.1,47.9,76.1,0,4.2,0.77,0
Portugal,POR,UEFA,14,1697.6,5,1,4,0.637,1.78,0.99,4,13.9,0.374,81.5,4,658.0,48,12,6.8,52.9,85.6,0,7.4,0.74,1
Switzerland,SUI,UEFA,22,1548.4,4,2,4,0.538,1.33,1.41,2,10.3,0.309,79.2,1,299.0,31,11,4.3,48.2,80.6,0,6.5,0.72,0
Serbia,SRB,UEFA,34,1585.7,6,2,2,0.458,1.56,1.14,4,10.8,0.419,78.0,2,276.0,30,3,5.0,49.3,75.7,0,8.5,0.58,1
Uruguay,URU,CONMEBOL,11,1826.3,7,2,1,0.576,2.03,0.67,2,13.1,0.391,80.5,3,810.0,51,20,8.1,54.8,85.1,0,5.7,0.6,1
Brazil,BRA,CONMEBOL,2,1820.9,9,2,0,0.733,1.95,0.79,7,17.3,0.502,89.6,5,859.0,59,19,9.0,64.5,85.8,0,5.1,0.61,1
Turkey,TUR,UEFA,28,1419.2,2,6,2,0.203,0.89,1.26,0,7.9,0.259,76.0,1,337.0,21,1,4.8,47.7,78.8,0,8.8,0.57,1
Spain,ESP,UEFA,7,1952.7,8,0,2,0.789,2.05,0.55,6,20.0,0.419,87.3,3,1182.0,59,21,9.9,62.7,85.1,0,5.1,0.63,1
Germany,DEU,UEFA,15,1745.0,8,3,0,0.603,1.54,0.95,3,16.1,0.366,80.3,3,499.0,38,13,7.4,61.3,80.6,0,7.1,0.49,0
Qatar,QAT,AFC,28,1524.9,4,6,0,0.389,0.68,1.23,2,10.9,0.273,70.2,2,224.0,22,5,2.5,48.2,77.9,0,9.2,0.44,1
Croatia,CRO,UEFA,12,1807.7,6,3,1,0.603,1.64,0.78,5,13.3,0.393,82.5,3,553.0,46,20,7.0,59.4,86.4,0,8.5,0.57,1
Chile,CHI,CONMEBOL,39,1501.5,3,6,1,0.263,1.24,1.87,1,6.2,0.222,73.1,0,351.0,30,4,3.9,47.0,71.2,0,7.9,0.58,0
Ecuador,ECU,CONMEBOL,19,1614.9,3,5,2,0.571,1.16,1.39,2,10.0,0.306,74.8,1,474.0,28,3,6.2,55.2,76.7,0,4.2,0.61,0
Netherlands,NED,UEFA,11,1775.4,5,3,2,0.581,1.94,1.06,5,16.6,0.452,80.7,3,487.0,47,18,6.2,61.0,84.3,0,7.1,0.72,0
Brazil,BRA,CONMEBOL,5,1937.3,9,0,1,0.666,2.2,0.79,4,17.0,0.454,88.5,4,717.0,51,8,7.7,63.5,91.9,0,4.1,0.77,1
Ivory Coast,CIV,CAF,42,1466.4,3,5,2,0.225,0.82,1.3,2,10.8,0.273,70.1,2,224.0,15,3,2.1,42.0,70.7,0,8.4,0.26,0
Argentina,ARG,CONMEBOL,8,1796.1,8,2,0,0.77,2.0,0.44,7,17.0,0.547,88.8,5,1068.0,45,16,7.8,57.7,85.2,0,7.9,0.59,1
Ghana,GHA,CAF,37,1531.5,1,5,4,0.351,0.89,1.69,2,10.4,0.254,74.0,1,307.0,19,10,2.1,44.5,75.5,0,10.3,0.49,1
Denmark,DEN,UEFA,28,1700.5,4,4,2,0.453,1.23,1.18,3,10.1,0.402,77.4,2,447.0,42,9,6.3,55.6,79.7,0,8.0,0.71,0
Tunisia,TUN,CAF,39,1572.9,3,4,3,0.237,1.01,1.79,2,7.9,0.308,73.1,0,344.0,29,3,2.8,41.9,77.5,0,8.1,0.26,0
Ecuador,ECU,CONMEBOL,29,1569.7,6,5,0,0.544,1.39,1.48,1,11.2,0.349,76.6,2,337.0,40,12,6.3,48.3,77.5,0,7.3,0.58,1
Sweden,SWE,UEFA,30,1664.9,4,2,4,0.597,1.02,1.26,4,11.3,0.362,74.9,3,457.0,41,7,5.5,53.3,77.9,0,6.0,0.68,1
Denmark,DEN,UEFA,17,1651.1,6,4,0,0.546,1.39,0.96,1,11.6,0.376,78.6,1,542.0,33,10,5.9,54.6,76.7,0,8.0,0.7,0
Saudi Arabia,KSA,AFC,46,1589.0,1,5,4,0.243,0.78,1.97,2,9.4,0.334,76.5,2,225.0,35,8,2.1,50.0,79.8,0,10.2,0.46,0
Argentina,ARG,CONMEBOL,4,1845.2,6,2,2,0.662,2.29,0.89,5,14.5,0.497,87.3,3,1062.0,52,22,7.4,62.5,87.4,0,5.4,0.61,1
Germany,DEU,UEFA,8,1695.0,5,1,4,0.718,1.75,0.91,4,16.4,0.428,83.8,2,451.0,40,12,5.8,58.5,88.9,0,8.7,0.74,1
Ecuador,ECU,CONMEBOL,24,1602.6,6,4,0,0.57,1.3,1.33,3,11.2,0.381,75.2,2,549.0,27,12,5.4,54.1,84.2,0,5.2,0.79,0
Belgium,BEL,UEFA,8,1779.4,7,3,0,0.711,1.45,1.14,5,12.1,0.4,84.4,4,730.0,54,11,4.8,56.5,82.5,0,5.9,0.73,0
Australia,AUS,AFC,26,1689.2,5,2,3,0.566,1.03,0.97,3,9.3,0.394,79.3,2,410.0,27,3,6.3,45.5,76.2,0,10.6,0.45,0
Switzerland,SUI,UEFA,23,1680.1,3,5,2,0.488,1.54,1.3,4,13.7,0.386,74.3,1,295.0,38,7,5.9,51.4,83.9,0,6.6,0.56,1
South Korea,KOR,AFC,32,1662.9,5,2,3,0.461,1.67,1.2,1,9.2,0.359,80.3,3,293.0,43,10,7.0,45.5,79.2,0,9.1,0.43,1
Mexico,MEX,CONCACAF,12,1557.1,4,5,1,0.575,1.59,1.47,3,12.0,0.363,80.6,3,389.0,27,14,5.2,55.5,75.1,1,0.9,0.91,0
Cameroon,CMR,CAF,47,1498.5,2,4,4,0.347,0.74,1.35,0,10.6,0.349,72.0,2,255.0,33,4,6.5,40.9,75.0,0,9.1,0.53,1
Italy,ITA,UEFA,10,1687.3,7,1,2,0.557,1.89,1.08,5,14.0,0.444,79.8,2,540.0,50,9,7.4,58.8,89.7,0,5.8,0.74,1
Canada,CAN,CONCACAF,48,1436.6,4,7,0,0.21,0.94,1.29,1,10.5,0.223,76.0,1,208.0,25,3,3.5,46.6,73.2,1,1.6,0.74,0
Netherlands,NED,UEFA,11,1680.3,7,1,2,0.659,1.54,1.12,5,13.9,0.375,77.3,2,467.0,42,6,5.7,60.2,88.2,0,8.4,0.64,0
Portugal,POR,UEFA,12,1665.6,6,2,2,0.639,2.13,1.18,4,14.1,0.465,82.9,3,469.0,37,9,6.7,50.5,82.1,0,6.3,0.71,1
Argentina,ARG,CONMEBOL,2,1988.5,9,2,0,0.83,1.85,0.71,3,18.1,0.536,89.7,5,1195.0,54,16,9.5,57.3,88.8,0,7.4,0.61,0
Spain,ESP,UEFA,5,1952.8,6,2,2,0.744,2.23,0.71,5,16.2,0.524,86.2,3,1191.0,55,21,8.5,65.1,91.1,0,6.0,0.71,1
Argentina,ARG,CONMEBOL,6,1853.8,8,0,2,0.801,1.97,0.74,3,19.8,0.498,89.9,4,904.0,61,23,7.3,60.2,93.5,0,7.0,0.7,1
South Korea,KOR,AFC,14,1695.6,6,2,2,0.477,1.54,1.42,1,13.3,0.341,76.3,3,407.0,37,13,4.7,50.3,79.6,0,10.5,0.57,1
Tunisia,TUN,CAF,31,1518.5,4,5,1,0.339,0.89,2.04,1,6.6,0.278,71.3,2,254.0,30,9,3.0,47.7,77.8,0,9.5,0.4,0
Spain,ESP,UEFA,2,1964.3,9,0,1,0.7,2.18,0.87,7,19.3,0.452,85.6,5,932.0,40,15,8.0,58.6,86.2,0,8.5,0.68,1
Germany,DEU,UEFA,6,1706.5,8,2,0,0.64,2.01,1.05,5,16.4,0.474,84.0,4,696.0,50,18,7.1,52.6,83.7,0,7.8,0.59,0
